ID,Name,Progression,3DIcon
562,Pirate's Platter,0,ICON3D_USFD_FOOD12
563,Luxurious Coleslaw,0,ICON3D_USFD_FOOD13
564,Heartfelt Bolognese,0,ICON3D_USFD_FOOD14
565,Great Pumpkin Pie,0,ICON3D_USFD_FOOD15
566,---,0,ICON3D_566
567,---,0,ICON3D_567
568,---,0,ICON3D_COOK_RECIPE00
569,Omelet Recipe,0,ICON3D_COOK_RECIPE01
570,Ratatouille Recipe,0,ICON3D_COOK_RECIPE02
571,Meunière Recipe,0,ICON3D_COOK_RECIPE03
572,Quiche Recipe,0,ICON3D_COOK_RECIPE04
573,Cabbage Recipe,0,ICON3D_COOK_RECIPE05
574,Mushroom Recipe,0,ICON3D_COOK_RECIPE06
575,Fry Recipe,0,ICON3D_COOK_RECIPE07
576,Pirate's Recipe,0,ICON3D_COOK_RECIPE08
577,Coleslaw Recipe,0,ICON3D_COOK_RECIPE09
578,Bolognese Recipe,0,ICON3D_COOK_RECIPE10
579,Pumpkin Pie Recipe,0,ICON3D_COOK_RECIPE11
580,Insect Repellent,0,ICON3D_US_PESTCIDE
581,---,0,ICON3D_581
582,---,0,ICON3D_582
583,Spiral Manual,0,ICON3D_US_SKILL_BOOK_A
584,Fairy Manual,0,ICON3D_US_SKILL_BOOK_L
585,Wild Manual,0,ICON3D_US_SKILL_BOOK_S
586,Tremor Manual,0,ICON3D_US_SKILL_BOOK_H
587,Thorn Manual,0,ICON3D_US_SKILL_BOOK_R
588,Freeze Manual,0,ICON3D_US_SKILL_BOOK_D
589,---,0,ICON3D_589
590,Forest Guide,0,ICON3D_US_SEARCH_BOOK01
591,Ocean Guide,0,ICON3D_US_SEARCH_BOOK02
592,Mountain Guide,0,ICON3D_US_SEARCH_BOOK03
593,Wind Guide,0,ICON3D_US_SEARCH_BOOK04
594,Beast Guide,0,ICON3D_US_SEARCH_BOOK05
595,---,0,ICON3D_595
596,---,0,ICON3D_596
597,---,0,ICON3D_597
598,---,0,ICON3D_598
599,---,0,ICON3D_599
600,Rock Salt,0,ICON3D_FD_SEA_SALT
601,Honey,0,ICON3D_FD_LAND_HONEY
602,Seiren Wheat,0,ICON3D_FD_WHEAT
603,Pheasant Egg,0,ICON3D_FD_LAND_EGG
604,White Mushroom,0,ICON3D_FD_MUSHROOM
605,Mual Clam,0,ICON3D_FD_SEA_SHELLFISH
606,Red Meat,0,ICON3D_FD_MEAT_01
607,White Meat,0,ICON3D_FD_MEAT_02
608,Primitive Meat,0,ICON3D_FD_MEAT_03
609,Sweet Pepper,0,ICON3D_FD_VG_PAPRIKA
610,Eggplant,0,ICON3D_FD_VG_EGGPLANT
611,Cabbage,0,ICON3D_FD_VG_CABBAGE
612,Corn,0,ICON3D_FD_VG_CORN
613,Tomato,0,ICON3D_FD_VG_TOMATO
614,Pumpkin,0,ICON3D_FD_VG_PUMPKIN
615,---,0,ICON3D_615
616,Tempest Elixir,0,ICON3D_US_OLD_ADD_LEVEL
617,Power Elixir,0,ICON3D_US_OLD_ADD_STR
618,Defense Elixir,0,ICON3D_US_OLD_ADD_DEF
619,Life Elixir,0,ICON3D_US_OLD_ADD_HP
620,Empty Bottle,0,ICON3D_EV_EMPTY_BOTTLE
621,---,0,ICON3D_US_SKILL_BOOK_A2
622,---,0,ICON3D_US_SKILL_BOOK_L2
623,---,0,ICON3D_US_SKILL_BOOK_S2
624,---,0,ICON3D_US_SKILL_BOOK_H2
625,---,0,ICON3D_US_SKILL_BOOK_R2
626,---,0,ICON3D_US_SKILL_BOOK_D2
627,---,0,ICON3D_627
628,Bait,0,ICON3D_FISHBAIT_WORM
629,Fishing Rod,0,ICON3D_FISHINGROD
630,Sadina,0,ICON3D_FISH00
631,Boleh,0,ICON3D_FISH01
632,Blue Saddie,0,ICON3D_FISH02
633,Amana,0,ICON3D_FISH03
634,Seiren Trout,0,ICON3D_FISH04
635,Garvis,0,ICON3D_FISH05
636,Robushu,0,ICON3D_FISH06
637,Queen Boleh,0,ICON3D_FISH07
638,Saman,0,ICON3D_FISH08
639,Gaete Tuna,0,ICON3D_FISH09
640,Mirage,0,ICON3D_FISH10
641,Ryunga,0,ICON3D_FISH11
642,Rowana,0,ICON3D_FISH12
643,Diplomis,0,ICON3D_FISH13
644,Archaedon,0,ICON3D_FISH14
645,King Saman,0,ICON3D_FISH15
646,Aqua Marina,0,ICON3D_FISH16
647,Piraru,0,ICON3D_FISH17
648,Dino Styx,0,ICON3D_FISH18
649,Goliathus,0,ICON3D_FISH19
650,Gia Wells,0,ICON3D_FISH20
651,Coelarcanth,0,ICON3D_FISH21
652,Hineria,0,ICON3D_FISH22
653,Carcharodon,0,ICON3D_FISH23
654,---,0,ICON3D_654
655,---,0,ICON3D_655
656,1 SP,0,ICON3D_SP1
657,5 SP,0,ICON3D_SP5
658,1 EX,0,ICON3D_EX1
659,5 EX,0,ICON3D_EX5
660,1 Gold,0,ICON3D_KANE1
661,5 Gold,0,ICON3D_KANE5
662,10 Gold,0,ICON3D_KANE10
663,50 Gold,0,ICON3D_KANE50
664,100 Gold,0,ICON3D_KANE100
665,500 Gold,0,ICON3D_KANE500
666,1000 Gold,0,ICON3D_KANE1000
667,5000 Gold,0,ICON3D_KANE5000
668,1 HP,0,ICON3D_MP1
669,5 HP,0,ICON3D_MP5
670,Essence Fragment,0,ICON3D_FORCE
671,Grand Angler,0,ICON3D_BIG_FISH00
672,Nebulobrim,0,ICON3D_BIG_FISH01
673,Bulldart,0,ICON3D_BIG_FISH02
674,Ancient Abyss,0,ICON3D_BIG_FISH03
675,---,0,ICON3D_675
676,---,0,ICON3D_676
677,---,0,ICON3D_677
678,---,0,ICON3D_678
679,---,0,ICON3D_679
680,---,0,ICON3D_680
681,---,0,ICON3D_681
682,---,0,ICON3D_682
683,---,0,ICON3D_683
684,---,0,ICON3D_684
685,Adventure Journal,0,ICON3D_TOPIC_BOOK
686,Isle of Seiren Map,0,ICON3D_MAP
687,Eyedrop Formula,0,ICON3D_DRUG_RECIPE01
688,Sweet Formula,0,ICON3D_DRUG_RECIPE02
689,Blood Formula,0,ICON3D_DRUG_RECIPE03
690,Delight Formula,0,ICON3D_DRUG_RECIPE04
691,Bitter Formula,0,ICON3D_DRUG_RECIPE05
692,Bless Formula,0,ICON3D_DRUG_RECIPE06
693,Life Formula,0,ICON3D_DRUG_RECIPE07
694,Hide Formula,0,ICON3D_DRUG_RECIPE08
695,Power Formula,0,ICON3D_DRUG_RECIPE09
696,Defense Formula,0,ICON3D_DRUG_RECIPE10
697,Dynasty Formula,0,ICON3D_DRUG_RECIPE11
698,Maiden Journal,0,ICON3D_MAIDEN_NOTE
699,Frosted Flower,0,ICON3D_ICE_FLOWER
700,Blue Seal of Whirling Water,0,ICON3D_WATERSTYLE2
701,Green Seal of Roaring Stone,0,ICON3D_EARTHSTYLE2
702,Golden Seal of Piercing Light,0,ICON3D_LIGHTSTYLE2
703,Essence Key Stone,0,ICON3D_RELEASESTONE
704,---,0,ICON3D_704
705,---,0,ICON3D_705
706,---,0,ICON3D_706
707,---,0,ICON3D_707
708,---,0,ICON3D_708
709,---,0,ICON3D_709
710,---,0,ICON3D_710
711,---,0,ICON3D_711
712,---,0,ICON3D_712
713,---,0,ICON3D_713
714,---,0,ICON3D_714
715,---,0,ICON3D_715
716,---,0,ICON3D_716
717,---,0,ICON3D_717
718,---,0,ICON3D_718
719,---,0,ICON3D_719
720,Battle Wristlet,0,ICON3D_AC_720
721,Star Earring,0,ICON3D_AC_721
722,Saurian Bone Necklace,0,ICON3D_AC_722
723,Lightning Talisman,0,ICON3D_AC_723
724,Saurian God Talisman,0,ICON3D_AC_724
725,Dervish Hairpin,0,ICON3D_AC_725
726,Spirit Cape,0,ICON3D_AC_726
727,Maiden Amulet,0,ICON3D_AC_727
728,Spirit Necklace,0,ICON3D_AC_728
729,Essence Crown,0,ICON3D_AC_729
730,Blue Wind Staff,0,ICON3D_AC_730
731,Nature Talisman,0,ICON3D_AC_731
732,---,0,ICON3D_732
733,---,0,ICON3D_733
734,---,0,ICON3D_734
735,Gale Feather,0,ICON3D_DASH_BOOTS
736,Windy Vestment,0,ICON3D_HEALINGCAPE
737,Grip Gloves,1,ICON3D_CLIMBGLOVE
738,Hermit's Scale,1,ICON3D_OXYGEN_BOTTLE
739,Glow Stone,1,ICON3D_TORCH
740,Floating Shoes,1,ICON3D_NUMA_BOOTS
741,Archaeopteryx Wing,1,ICON3D_DOUBLEJUMP
742,Purifying Bell,1,ICON3D_SILVERBELL
743,Ares Seal,0,ICON3D_EXSPEEDUP
744,Aeolus Urn,0,ICON3D_GATHERITEM
745,Eagle Eye Orb,0,ICON3D_MAPOPENUP
746,---,0,ICON3D_746
747,---,0,ICON3D_747
748,---,0,ICON3D_748
749,---,0,ICON3D_749
750,Pirate's Note 1,0,ICON3D_MEMO_P_001
751,Pirate's Note 2,0,ICON3D_MEMO_P_002
752,Pirate's Note 3,0,ICON3D_MEMO_P_003
753,Pirate's Note 4,0,ICON3D_MEMO_P_004
754,Pirate's Note 5,0,ICON3D_MEMO_P_005
755,Pirate's Note 6,0,ICON3D_MEMO_P_006
756,---,0,ICON3D_756
757,---,0,ICON3D_757
758,---,0,ICON3D_758
759,---,0,ICON3D_759
760,T's Note 1,0,ICON3D_MEMO_T_001
761,T's Note 2,0,ICON3D_MEMO_T_002
762,T's Note 3,0,ICON3D_MEMO_T_003
763,T's Note 4,0,ICON3D_MEMO_T_004
764,Progressive Raid List,0,ICON3D_764
765,---,0,ICON3D_765
766,---,0,ICON3D_766
767,---,0,ICON3D_767
768,---,0,ICON3D_768
769,---,0,ICON3D_769
770,Ship's Log 1,0,ICON3D_MEMO_R_001
771,Ship's Log 2,0,ICON3D_MEMO_R_002
772,Ship's Log 3,0,ICON3D_MEMO_R_003
773,Ship's Log 4,0,ICON3D_MEMO_R_004
774,Ship's Log 5,0,ICON3D_MEMO_R_005
775,Orichalcum Ore,0,ICON3D_HIIROKANE
776,Sheet Music,0,ICON3D_BLUE_SCORE
777,Monolith Fragment,0,ICON3D_PIECE_MONOLITH
778,Flame Stone,0,ICON3D_FIRESTONE
779,Ship Blueprints,0,ICON3D_SHIP_PLAN
780,Sweet Pepper Seeds,0,ICON3D_SEED_PAPRIKA
781,Eggplant Seeds,0,ICON3D_SEED_EGGPLANT
782,Cabbage Seeds,0,ICON3D_SEED_CABBAGE
783,Corn Seeds,0,ICON3D_SEED_CORN
784,Tomato Seeds,0,ICON3D_SEED_TOMATO
785,Pumpkin Seeds,0,ICON3D_SEED_PUMPKIN
786,Pikkard,0,ICON3D_PICARD
787,Wish Tree,0,ICON3D_PRAY_TREE
788,Treasure Map,0,ICON3D_TREASURE_MAP
789,Pirate's Treasure,0,ICON3D_PIRATE_BOX
790,Pterosaur Egg,0,ICON3D_DORAGON_EGG
791,---,0,ICON3D_791
792,Fermented Sap,0,ICON3D_FERMENTATION_SAP
793,---,0,ICON3D_793
794,Money Bag,0,ICON3D_GOLD_COIN_BAG
795,Seiren Area Map,0,ICON3D_SEIREN_CHART
796,Treasure Chest Key,0,ICON3D_TBOX_KEY
797,---,0,ICON3D_797
798,---,0,ICON3D_798
799,---,0,ICON3D_799
800,Precise Needle,0,ICON3D_PRESENT_ALISON
801,Romun Badge,0,ICON3D_PRESENT_AARON
802,Small Ruby,0,ICON3D_PRESENT_ED
803,Rainbow Pigment,0,ICON3D_PRESENT_AUSTEN
804,Ship Nameplate,0,ICON3D_PRESENT_KASHU
805,Silver Barrette,0,ICON3D_PRESENT_KATRIN
806,Golden Emblem,0,ICON3D_PRESENT_CURRAN
807,Sticky Burr,0,ICON3D_PRESENT_KUINA
808,Violet Bookmark,0,ICON3D_PRESENT_GRISELDA
809,Rich Haul Banner,0,ICON3D_PRESENT_SAHAD1
810,Jasper Pearl,0,ICON3D_PRESENT_SAHAD2
811,Silver Rosary,0,ICON3D_PRESENT_NIA
812,Gladiator Sheath,0,ICON3D_PRESENT_SILVIA
813,Engraved Pen,0,ICON3D_PRESENT_THANATOS
814,Silver Music Box,0,ICON3D_PRESENT_DANA1
815,Gold Essence Crystal,0,ICON3D_PRESENT_DANA2
816,Ancient Coin,0,ICON3D_PRESENT_DINA
817,Hard Liquor,0,ICON3D_PRESENT_DOGI1
818,Iron Knuckle,0,ICON3D_PRESENT_DOGI2
819,Snowflake Soap,0,ICON3D_PRESENT_HUMMEL1
820,Juggling Balls,0,ICON3D_PRESENT_HUMMEL2
821,Antique Tea Set,0,ICON3D_PRESENT_FRANZ
822,Ultra Chef Knife,0,ICON3D_PRESENT_MIRALDA
823,Teddy Bear,0,ICON3D_PRESENT_LAXIA1
824,Elegant Glasses,0,ICON3D_PRESENT_LAXIA2
825,Pretty Pebbles,0,ICON3D_PRESENT_RICOTTA1
826,Marx Story: Vol. II,0,ICON3D_PRESENT_RICOTTA2
827,Big Seed,0,ICON3D_PRESENT_PARO1
828,Small Ring,0,ICON3D_PRESENT_PARO2
829,Old Stethoscope,0,ICON3D_PRESENT_LICHT
830,Bell Collar,0,ICON3D_PRESENT_REJA
831,Psyches,0,ICON3D_831
832,---,0,ICON3D_832
833,---,0,ICON3D_833
834,---,0,ICON3D_834
835,---,0,ICON3D_835
836,---,0,ICON3D_836
837,---,0,ICON3D_837
838,---,0,ICON3D_838
839,---,0,ICON3D_839
840,■DLCボックス,0,ICON3D_DLC_COS00_01
841,■DLCボックス,0,ICON3D_DLC_COS00_02
842,■DLCボックス,0,ICON3D_DLC_COS00_03
843,■DLCボックス,0,ICON3D_DLC_ITM00_01
844,■DLCボックス,0,ICON3D_DLC_ITM00_02
845,■DLCボックス,0,ICON3D_DLC_COS00_04
846,■DLCボックス,0,ICON3D_DLC_ITM00_03
847,■DLCボックス,0,ICON3D_DLC_ITM01_01
848,■DLCボックス,0,ICON3D_DLC_ITM01_02
849,■DLCボックス,0,ICON3D_DLC_ITM01_03
850,■DLCボックス,0,ICON3D_DLC_COS01_01
851,■DLCボックス,0,ICON3D_DLC_COS01_02
852,■DLCボックス,0,ICON3D_DLC_COS01_03
853,■DLCボックス,0,ICON3D_DLC_COS01_04
854,■DLCボックス,0,ICON3D_DLC_COS01_05
855,■DLCボックス,0,ICON3D_DLC_COS01_06
856,■DLCボックス,0,ICON3D_DLC_COS02_01
857,■DLCボックス,0,ICON3D_DLC_COS02_02
858,■DLCボックス,0,ICON3D_DLC_COS02_03
859,■DLCボックス,0,ICON3D_DLC_COS02_04
860,■DLCボックス,0,ICON3D_DLC_COS02_05
861,■DLCボックス,0,ICON3D_DLC_COS02_06
862,■DLCボックス,0,ICON3D_DLC_COS03_01
863,■DLCボックス,0,ICON3D_DLC_COS03_02
864,■DLCボックス,0,ICON3D_DLC_COS03_03
865,■DLCボックス,0,ICON3D_DLC_COS03_04
866,■DLCボックス,0,ICON3D_DLC_ATT00_01
867,■DLCボックス,0,ICON3D_DLC_ITM01_04
868,■DLCボックス,0,ICON3D_DLC_ITM01_05
869,■DLCボックス,0,ICON3D_DLC_ITM01_06
870,■DLCボックス,0,ICON3D_DLC_ATT_01
871,■DLCボックス,0,ICON3D_DLC_ATT_02
872,■DLCボックス,0,ICON3D_DLC_ATT_03
873,■DLCボックス,0,ICON3D_DLC_ATT_04
874,■DLCボックス,0,ICON3D_DLC_ATT_05
875,■DLCボックス,0,ICON3D_DLC_ATT_06
876,■DLCボックス,0,ICON3D_DLC_ATT_07
877,■DLCボックス,0,ICON3D_DLC_ATT_08
878,■DLCボックス,0,ICON3D_DLC_ATT_09
879,■DLCボックス,0,ICON3D_DLC_ATT_10
880,■DLCボックス,0,ICON3D_DLC_ITM_01
881,■DLCボックス,0,ICON3D_DLC_ITM_02
882,■DLCボックス,0,ICON3D_DLC_ITM_03
883,■DLCボックス,0,ICON3D_DLC_ITM_04
884,■DLCボックス,0,ICON3D_DLC_ITM_05
885,■DLCボックス,0,ICON3D_DLC_ITM_06
886,■DLCボックス,0,ICON3D_DLC_ITM_07
887,■DLCボックス,0,ICON3D_DLC_ITM_08
888,■DLCボックス,0,ICON3D_DLC_ITM_09
889,■DLCボックス,0,ICON3D_DLC_ITM_10
890,■DLCボックス,0,ICON3D_DLC_ITM_11
891,■DLCボックス,0,ICON3D_DLC_ITM_12
892,■DLCボックス,0,ICON3D_DLC_ITM_13
893,■DLCボックス,0,ICON3D_DLC_ITM_14
894,■DLCボックス,0,ICON3D_DLC_ITM_15
895,■DLCボックス,0,ICON3D_DLC_ITM_16
896,■DLCボックス,0,ICON3D_DLC_ITM_17
897,■DLCボックス,0,ICON3D_DLC_ITM_18
898,■DLCボックス,0,ICON3D_DLC_ITM_19
899,■DLCボックス,0,ICON3D_DLC_ITM_20
900,■DLCボックス,0,ICON3D_DLC_ITM_21
901,■DLCボックス,0,ICON3D_DLC_ITM_22
902,■DLCボックス,0,ICON3D_DLC_ITM_23
903,■DLCボックス,0,ICON3D_DLC_ITM_24
904,■DLCボックス,0,ICON3D_DLC_ITM_25
905,■DLCボックス,0,ICON3D_DLC_ITM_26
906,■DLCボックス,0,ICON3D_DLC_ITM_27
907,■DLCボックス,0,ICON3D_DLC_ITM_28
908,■DLCボックス,0,ICON3D_DLC_ITM_29
909,■DLCボックス,0,ICON3D_DLC_ITM_30
910,---,0,ICON3D_910
911,---,0,ICON3D_911
912,---,0,ICON3D_912
913,---,0,ICON3D_913
914,---,0,ICON3D_914
915,---,0,ICON3D_915
916,---,0,ICON3D_916
917,---,0,ICON3D_917
918,---,0,ICON3D_918
919,---,0,ICON3D_919
920,---,0,ICON3D_920
921,---,0,ICON3D_921
922,---,0,ICON3D_922
923,---,0,ICON3D_923
924,---,0,ICON3D_924
925,---,0,ICON3D_925
926,---,0,ICON3D_926
927,---,0,ICON3D_927
928,---,0,ICON3D_928
929,---,0,ICON3D_929
930,---,0,ICON3D_930
931,Various Vegetables,0,ICON3D_VEGETABLE
932,Barricade: Enhance,0,ICON3D_ICB_LV2
933,Barricade: Enhance,0,ICON3D_ICB_LV3
934,Barricade: Enhance,0,ICON3D_ICB_LV4
935,Barricade: Enhance,0,ICON3D_ICB_LV5
936,Barricade: Enhance,0,ICON3D_ICB_LV6
937,Barricade: Enhance,0,ICON3D_ICB_LV7
938,Barricade: Enhance,0,ICON3D_ICB_LV8
939,Barricade: Enhance,0,ICON3D_ICB_LV9
940,Lure: Install,0,ICON3D_ICD_ADD5
941,Lure: Install,0,ICON3D_ICD_ADD6
942,Lure: Install,0,ICON3D_ICD_ADD7
943,Lure: Install,0,ICON3D_ICD_ADD8
944,Lure: Enhance,0,ICON3D_ICD_LV2
945,Lure: Enhance,0,ICON3D_ICD_LV3
946,Lure: Enhance,0,ICON3D_ICD_LV4
947,Lure: Enhance,0,ICON3D_ICD_LV5
948,Lure: Add Effect,0,ICON3D_ICD_OPT
949,Stockade: Install,0,ICON3D_ICF_ADD1
950,Stockade: Install,0,ICON3D_ICF_ADD2
951,Stockade: Install,0,ICON3D_ICF_ADD3
952,Stockade: Install,0,ICON3D_ICF_ADD4
953,Stockade: Enhance,0,ICON3D_ICF_LV2
954,Stockade: Enhance,0,ICON3D_ICF_LV3
955,Stockade: Enhance,0,ICON3D_ICF_LV4
956,Stockade: Enhance,0,ICON3D_ICF_LV5
957,Stockade: Add Effect,0,ICON3D_ICF_OPT
958,Catapult: Install,0,ICON3D_ICC_ADD1
959,Catapult: Enhance,0,ICON3D_ICC_LV2
960,Catapult: Enhance,0,ICON3D_ICC_LV3
961,Catapult: Enhance,0,ICON3D_ICC_LV4
962,Catapult: Enhance,0,ICON3D_ICC_LV5
963,Catapult: Add Effect,0,ICON3D_ICC_OPT
964,Stun Gong: Create,0,ICON3D_ICG_ADD1
965,Stun Gong: Enhance,0,ICON3D_ICG_LV2
966,Stun Gong: Enhance,0,ICON3D_ICG_LV3
967,Stun Gong: Add Effect,0,ICON3D_ICG_OPT
968,---,0,ICON3D_968
969,---,0,ICON3D_969
970,---,0,ICON3D_970
971,Goal Item,0,ICON3D_971
972,Dana 6 Weapon,0,ICON3D_972
973,Dana 13 Weapon,0,ICON3D_973
974,Dana 20 Weapon,0,ICON3D_974
975,Dana 26 Weapon,0,ICON3D_975
976,Dana 35 Weapon,0,ICON3D_976
977,---,0,ICON3D_977
978,Ricotta 6 Weapon,0,ICON3D_978
979,Ricotta 13 Weapon,0,ICON3D_979
980,Ricotta 20 Weapon,0,ICON3D_980
981,Ricotta 26 Weapon,0,ICON3D_981
982,---,0,ICON3D_982
983,Hummel 6 Weapon,0,ICON3D_983
984,Hummel 13 Weapon,0,ICON3D_984
985,---,0,ICON3D_985
986,Moon Blades,0,ICON3D_986
987,Ouroboros,0,ICON3D_987
988,Circle of Life,0,ICON3D_988
989,Crescent,0,ICON3D_989
990,Maracas,0,ICON3D_990
991,Durian Clubs,0,ICON3D_991
992,Burst Bayonet,0,ICON3D_992
993,◆100% Darkness,0,ICON3D_993
994,◆100% Bloodloss,0,ICON3D_994
995,---,0,ICON3D_995
996,◆100% Freeze,0,ICON3D_996
997,◆100% Burn,0,ICON3D_997
998,◆100% Paralysis,0,ICON3D_998
999,◆100% Poison,0,ICON3D_999
